Index,Quality,Value
0,1,false
1,1,false
2,1,false
3,1,false
4,1,false
5,1,false
6,1,false
7,1,false
8,1,false
9,1,false
10,1,false
11,1,false
12,1,false
13,1,false
14,1,false
15,1,false
16,1,false
17,1,false
18,1,false
19,1,false
20,1,false
21,1,false
22,1,false
23,1,false
24,1,false
25,0,false
26,0,false
27,0,false
28,0,false
29,0,false
30,0,false
31,1,false
32,1,false
33,1,false
34,1,false
35,1,false
36,1,false
37,1,false
38,1,false
39,1,false
40,1,false
41,1,false
42,1,false
43,1,false
44,1,false
45,1,false
46,1,false
47,1,false
48,1,false
49,1,false
50,1,false
51,1,false
52,0,false
53,0,false
54,0,false
55,0,false
56,0,false
57,0,false
58,0,false
59,0,false
60,0,false
61,0,false
62,0,false
63,0,false
64,0,false
65,0,false
66,0,false
67,0,false
68,0,false
69,0,false
70,0,false
71,0,false
72,0,false
73,0,false
74,0,false
75,0,false
76,0,false
77,0,false
78,0,false
79,0,false
80,0,false
81,0,false
82,0,false
83,0,false
84,0,false
85,0,false
86,0,false
87,0,false
88,0,false
89,0,false
90,0,false
91,0,false
92,0,false
93,0,false
94,0,false
95,0,false
96,0,false
97,0,false
98,0,false
99,0,false
100,0,false
101,0,false
102,0,false
103,0,false
104,0,false
105,0,false
106,0,false
107,1,false
108,0,false
109,1,false
110,0,false
111,0,false
112,0,false
113,0,false
114,0,false
115,0,false
116,0,false
117,0,false
118,0,false
119,0,false
120,0,false
121,0,false
122,0,false
123,0,false
124,0,false
125,0,false
126,0,false
127,0,false
128,0,false
129,0,false
130,0,false
131,0,false
132,0,false
133,0,false
134,0,false
135,0,false
136,0,false
137,0,false
138,0,false
139,0,false
140,0,false
141,0,false
142,0,false
143,0,false
144,0,false
145,0,false
146,0,false
147,0,false
148,0,false
149,0,false
150,0,false
151,0,false
152,0,false
153,0,false
154,0,false
155,0,false
156,0,false
157,0,false
158,0,false
159,0,false
160,0,false
161,0,false
162,0,false
163,0,false
164,0,false
165,0,false
166,0,false
167,0,false
168,0,false
169,0,false
170,0,false
171,0,false
172,0,false
173,0,false
174,0,false
175,0,false
176,0,false
177,0,false
178,0,false
179,0,false
180,0,false
181,0,false
182,0,false
183,0,false
184,0,false
185,0,false
186,0,false
187,0,false
188,0,false
189,0,false
190,0,false
191,0,false
192,0,false
193,0,false
194,0,false
195,0,false
196,0,false
197,0,false
198,0,false
199,0,false
200,0,false
201,0,false
202,0,false
203,0,false
204,0,false
205,0,false
206,0,false
207,0,false
208,0,false
209,0,false
210,0,false
211,0,false
212,0,false
213,0,false
214,0,false
215,0,false
216,0,false
217,0,false
218,0,false
219,0,false
220,0,false
221,0,false
222,0,false
223,0,false
224,0,false
225,0,false
226,0,false
227,0,false
228,0,false
229,0,false
230,0,false
231,0,false
232,0,false
233,0,false
234,0,false
235,0,false
236,0,false
237,0,false
238,0,false
239,0,false
240,0,false
241,0,false
242,0,false
243,0,false
244,0,false
245,0,false
246,0,false
247,0,false
248,0,false
249,0,false
250,0,false
251,0,false
252,0,false
253,0,false
254,0,false
255,0,false
256,0,false
257,0,false
258,0,false
259,0,false
260,0,false
261,0,false
262,0,false
263,0,false
264,0,false
265,0,false
266,0,false
267,0,false
268,0,false
269,0,false
270,0,false
271,0,false
272,0,false
273,0,false
274,0,false
275,0,false
276,0,false
277,0,false
278,0,false
279,0,false
280,0,false
281,0,false
282,0,false
283,0,false
284,0,false
285,0,false
286,0,false
287,0,false
288,0,false
289,0,false
290,0,false
291,0,false
292,0,false
293,0,false
294,0,false
295,0,false
296,0,false
297,0,false
298,0,false
299,0,false
300,0,false
301,0,false
302,0,false
303,0,false
304,0,false
305,0,false
306,0,false
307,0,false
308,0,false
309,0,false
310,0,false
311,0,false
312,0,false
313,0,false
314,0,false
315,0,false
316,0,false
317,0,false
318,0,false
319,0,false
320,0,false
321,0,false
322,0,false
323,0,false
324,0,false
325,0,false
326,0,false
327,0,false
328,0,false
